step,current_node,candidate_node,pheromone,distance,congestion,traffic,pheromone_factor,distance_factor,congestion_factor,desirability,edge_weight,is_chosen,probability
0,0,2,0.5,7.364975454643412,0.0,0.0,0.000244140625,0.0025031454658564927,1.0,6.111194985001203e-07,14.729950909286824,False,0.11066191367152373
0,0,3,0.5,4.9143719205048,0.13527540810459823,10.399948782949165,0.000244140625,0.008425504936700533,0.047253503198905374,9.720083605438761e-08,11.15833117525773,False,0.017601190200362188
0,0,4,0.5,12.461025429990896,0.07500273877602805,4.779815839857569,0.000244140625,0.0005168192161805085,0.19451333680674698,2.454302496706988e-08,26.791272930395895,False,0.004444266819844243
0,0,8,0.5,6.638713451573104,0.0,0.0,0.000244140625,0.00341781246640096,1.0,8.344268716799219e-07,13.277426903146209,False,0.1510985570999989
0,0,10,0.5,12.197354483901421,0.22625082817168876,4.1955705742890625,0.000244140625,0.0005510652978551007,0.004577244810202696,6.15810736008316e-10,29.91403207477556,False,0.00011151140599081431
0,0,11,0.5,10.098704557616795,0.014404692170667267,2.0,0.000244140625,0.0009709637121517548,0.7373457348550642,1.7478905074563883e-07,20.48834657618356,False,0.03165091425132732
0,0,13,0.5,2.4372585972262306,0.07039842049573378,9.043056932211417,0.000244140625,0.06907090827863456,0.21589068895821376,3.640567865049806e-06,5.21767550562121,True,0.6592363814053395
0,0,14,0.5,12.061399935614682,0.0,0.0,0.000244140625,0.0005699107454213769,1.0,1.3913836558139085e-07,24.122799871229365,False,0.025195265145613335
1,13,1,0.5,9.92574247276196,0.11523301568071816,2.535291844118014,0.000244140625,0.0010226122497746526,0.07645520791120496,1.9087898478775906e-08,22.13903142153702,False,0.026007430495081436
1,13,5,0.5,5.599581583631706,0.1848946932536778,14.080951410324149,0.000244140625,0.0056955185468636725,0.013661177465584151,1.8995969147273093e-08,13.269829005772468,True,0.02588217596786477
1,13,6,0.5,10.488677520580179,0.23814963703824893,14.604878895910893,0.000244140625,0.0008666381457470138,0.0033056986058218833,6.994249292353432e-10,25.97310453023518,False,0.0009529726519575436
1,13,9,0.5,14.40367708603388,0.0,0.0,0.000244140625,0.00033464155584045287,1.0,8.169959859386056e-08,28.80735417206776,False,0.11131642565411126
1,13,10,0.5,7.355607913115,0.0,0.0,0.000244140625,0.002512721096062241,1.0,6.134572988433205e-07,14.71121582623,False,0.8358409952309851
